"Year","Value","Country"
"1998","2076.6361702127656","Puerto Rico"
"1998","2071.3","Reunion"
"1998","656","Romania"
"1998","517.5281995661604","Russian Federation"
"1998","1568.5","Saint Helena"
"1998","94","Saudi Arabia"
"1998","630.0666666666667","Serbia"
"1998","2132","Seychelles"
"1998","2710.4","Singapore"
"1998","1258","Sint Maarten"
"1998","778.1","Slovakia"
"1998","1383.4555555555553","Slovenia"
"1998","584.9615384615385","South Africa"
"1998","470.95465116279075","Spain"
"1998","290.13333333333327","Svalbard and Jan Mayen"
"1998","788.042632331903","Sweden"
"1998","1214.1857142857145","Switzerland"
"1998","384.6666666666667","Syrian Arab Republic"
"1998","611.65","Tajikistan"
"1998","1431.1482758620689","Thailand"
"1998","317.475","Tunisia"
"1998","247.475","Turkmenistan"
"1998","606.5190476190476","Ukraine"
"1998","1086.8164705882352","United Kingdom"
"1998","985.3690056776815","United States"
"1998","1580.568","Uruguay"
"1998","377.0608695652174","Uzbekistan"
"1998","3210.9","Venezuela"
"1998","1797.0916666666665","Vietnam"
"1998","1178.4428571428573","Virgin Islands, U.S."
"1998","57.3","Western Sahara"
"1999","589.2","Aland Islands"
"1999","1837.5","Albania"
"1999","3221.7","American Samoa"
"1999","1009.6999999999999","Argentina"
"1999","475.4","Armenia"
"1999","785.8217735703244","Australia"
"1999","1094.5","Austria"
"1999","567.7340909090909","Belarus"
"1999","942","Belgium"
"1999","1340.5","Belize"
"1999","949.7666666666668","Bolivia"
"1999","1248.9","Bosnia and Herzegovina"
"1999","1290.9586980920324","Brazil"
"1999","930.193019726859","Canada"
"1999","722.4020942408376","China"
"1999","2063.25","Colombia"
"1999","1146.3538461538462","Croatia"
"1999","367.075","Cyprus"
"1999","545.35","Czech Republic"
"1999","895.45","Denmark"
"1999","636.0759999999999","Estonia"
"1999","590.2234413965086","Finland"
"1999","915.9166666666666","France"
"1999","3516","French Guiana"
"1999","853.7236797274277","Germany"
"1999","583.6818181818181","Greece"
"1999","1156.775","Greenland"
"1999","1691","Guadeloupe"
"1999","1987.75","Guam"
"1999","978.7","Guernsey"
"1999","1797.7","Guyana"
"1999","746.76","Hungary"
"1999","996.9333333333333","Iceland"
"1999","1209.6285714285714","Ireland"
"1999","855.2","Isle of Man"
"1999","208.23333333333335","Israel"
"1999","1104.7","Italy"
"1999","1928.375","Japan"
"1999","936.5","Jersey"
"1999","272.2363636363636","Kazakhstan"
"1999","1644.6666666666667","Korea, Republic of"
"1999","569.5","Kyrgyzstan"
"1999","537.6","Latvia"
"1999","627.4200000000001","Lithuania"
"1999","920.2666666666667","Luxembourg"
"1999","51.1","Macedonia"
"1999","2157.475","Marshall Islands"
"1999","834.6616266375536","Mexico"
"1999","4099.005882352941","Micronesia, Federated States of"
"1999","163.3","Mongolia"
"1999","262","Namibia"
"1999","896.1099706744866","Netherlands"
"1999","16173","New Caledonia"
"1999","1912.8999999999999","Northern Mariana Islands"
"1999","1280.1543661971832","Norway"
"1999","4512.65","Palau"
"1999","2545.6666666666665","Papua New Guinea"
"1999","887.9","Paraguay"
"1999","2855.6","Philippines"
"1999","605.7","Poland"
"1999","1197.6125","Portugal"
"1999","1889.0895833333332","Puerto Rico"
"1999","672.6192307692309","Romania"
"1999","508.17650727650727","Russian Federation"
"1999","1350","Saint Helena"
"1999","871.1666666666666","Serbia"
"1999","2241","Seychelles"
"1999","774.1500000000001","Slovakia"
"1999","1399.005555555556","Slovenia"
"1999","554.6666666666666","South Africa"
"1999","535.0457831325302","Spain"
"1999","384.9666666666667","Svalbard and Jan Mayen"
"1999","713.1120289855068","Sweden"
"1999","1567.7","Switzerland"
"1999","465.05","Tajikistan"
"1999","584.2714285714286","Ukraine"
"1999","1037.1756097560979","United Kingdom"
"1999","832.516061452514","United States"
"1999","938.0184210526315","Uruguay"
"1999","277.0416666666667","Uzbekistan"
"1999","2763.8571428571427","Venezuela"
"1999","1127.35","Virgin Islands, U.S."
"2000","636.5999999999999","Aland Islands"
"2000","1758.1","Albania"
"2000","2928.1","American Samoa"
"2000","286","Armenia"
"2000","759.8195071868591","Australia"
"2000","1366.8285714285714","Austria"
"2000","648.5377777777778","Belarus"
"2000","955.05","Belgium"
"2000","1296.3","Belize"
"2000","721.1","Bosnia and Herzegovina"
"2000","1386.1852791878173","Brazil"
"2000","867.3092846270926","Canada"
"2000","721.7471204188479","China"
"2000","929.9615384615383","Croatia"
"2000","629.5333333333334","Cyprus"
"2000","385.9","Czech Republic"
"2000","731.9499999999999","Denmark"
"2000","733.7","Dominican Republic"
"2000","643.4347826086956","Estonia"
"2000","676.0127320954906","Finland"
"2000","903.2171052631575","France"
"2000","4335","French Guiana"
"2000","522.7","French Southern Territories"
"2000","828.1530755711775","Germany"
"2000","434.6045454545454","Greece"
"2000","1109.8857142857141","Greenland"
"2000","1174","Guadeloupe"
"2000","2205.75","Guam"
"2000","1054.1","Guernsey"
"2000","409.12","Hungary"
"2000","926.2833333333333","Iceland"
"2000","1178.6000000000001","Ireland"
"2000","976.9","Isle of Man"
"2000","486","Israel"
"2000","1003.8","Italy"
"2000","1977.625","Japan"
"2000","1014.2","Jersey"
"2000","294.7130434782609","Kazakhstan"
"2000","481.55","Kyrgyzstan"
"2000","507.4","Latvia"
"2000","578.72","Lithuania"
"2000","1089.325","Luxembourg"
"2000","2965.1","Marshall Islands"
"2000","1666.3","Martinique"
"2000","789.351612903226","Mexico"
"2000","4230.416666666667","Micronesia, Federated States of"
"2000","161.5","Mongolia"
"2000","332.75","Namibia"
"2000","951.3813953488373","Netherlands"
"2000","9293","New Caledonia"
"2000","1108.9","New Zealand"
"2000","1982.2","Northern Mariana Islands"
"2000","1321.5834285714284","Norway"
"2000","4094.9","Palau"
"2000","2776.3333333333335","Papua New Guinea"
"2000","3016.25","Philippines"
"2000","540.5","Poland"
"2000","1909.275","Portugal"
"2000","1521.2945945945944","Puerto Rico"
"2000","379.3653846153847","Romania"
"2000","532.7240740740741","Russian Federation"
"2000","191","Saint Helena"
"2000","345.06666666666666","Serbia"
"2000","2456","Seychelles"
"2000","751.625","Slovakia"
"2000","1401.0055555555552","Slovenia"
"2000","748.25","South Africa"
"2000","585.6268292682926","Spain"
"2000","424.95","Svalbard and Jan Mayen"
"2000","838.190625","Sweden"
"2000","1369.1428571428569","Switzerland"
"2000","303.35","Tajikistan"
"2000","514.0761904761904","Ukraine"
"2000","1158.3750000000005","United Kingdom"
"2000","829.6775136848173","United States"
"2000","189.32916666666665","Uzbekistan"
"2000","761.8166666666667","Virgin Islands, U.S."
"2001","633.725","Aland Islands"
"2001","2461.4","American Samoa"
"2001","652.9809673832469","Australia"
"2001","1245.3857142857144","Austria"
"2001","671.1090909090909","Belarus"
"2001","1044.35","Belgium"
"2001","1296.3","Belize"
"2001","1141.9","Bosnia and Herzegovina"
"2001","770.9167555217057","Canada"
"2001","717.078125","China"
"2001","1057.7","Croatia"
"2001","466.6","Cuba"
"2001","415.75","Cyprus"
"2001","552","Czech Republic"
"2001","772.5571428571428","Denmark"
"2001","1154.5","Dominican Republic"
"2001","770.008695652174","Estonia"
"2001","617.8781578947373","Finland"
"2001","821.5233766233766","France"
"2001","706.8","French Southern Territories"
"2001","932.6552727272726","Germany"
"2001","585.6045454545455","Greece"
"2001","1055.3125","Greenland"
"2001","1326","Guadeloupe"
"2001","2501.266666666667","Guam"
"2001","949.8","Guernsey"
"2001","576.7","Hungary"
"2001","1442.5833333333333","Iceland"
"2001","900.8714285714286","Ireland"
"2001","723.6","Isle of Man"
"2001","364.68333333333334","Israel"
"2001","826.5384615384615","Italy"
"2001","945.2","Jersey"
"2001","295.31739130434784","Kazakhstan"
"2001","511.5","Kyrgyzstan"
"2001","713.6","Latvia"
"2001","742.54","Lithuania"
"2001","1055.1","Luxembourg"
"2001","403","Macedonia"
"2001","2081.4","Maldives"
"2001","2095.46","Marshall Islands"
"2001","810.122108108108","Mexico"
"2001","3620.522222222222","Micronesia, Federated States of"
"2001","617.4","Moldova, Republic of"
"2001","157.3","Mongolia"
"2001","281","Namibia"
"2001","1004.6750724637682","Netherlands"
"2001","7120","New Caledonia"
"2001","972.2","New Zealand"
"2001","2034.3666666666668","Northern Mariana Islands"
"2001","1149.3999999999999","Norway"
"2001","3834.4","Palau"
"2001","2824.6666666666665","Papua New Guinea"
"2001","605.1","Poland"
"2001","1579.05","Portugal"
"2001","1600.4133333333327","Puerto Rico"
"2001","627.3130434782609","Romania"
"2001","531.9008510638297","Russian Federation"
"2001","146","Saint Helena"
"2001","855.7666666666668","Serbia"
"2001","2290","Seychelles"
"2001","799.425","Slovakia"
"2001","1287.6333333333334","Slovenia"
"2001","529.2341176470587","Spain"
"2001","433.08000000000004","Svalbard and Jan Mayen"
"2001","707.6720827178729","Sweden"
"2001","1506.542857142857","Switzerland"
"2001","281.9","Tajikistan"
"2001","631.3857142857142","Ukraine"
"2001","876.3302325581398","United Kingdom"
"2001","853.2083056957462","United States"
"2001","198.36956521739134","Uzbekistan"
"2001","930.3","Vietnam"
"2001","1111.75","Virgin Islands, U.S."
"2002","459.725","Aland Islands"
"2002","2866","American Samoa"
"2002","482.08402400150044","Australia"
"2002","1245.2428571428572","Austria"
"2002","550.1590909090909","Belarus"
"2002","1086.85","Belgium"
"2002","967.1","Bosnia and Herzegovina"
"2002","773.490567545963","Canada"
"2002","769.3697916666665","China"
"2002","1227","Croatia"
"2002","463.2","Cuba"
"2002","512.75","Cyprus"
"2002","661.5","Czech Republic"
"2002","848.3375","Denmark"
"2002","537.8434782608696","Estonia"
"2002","518.7692957746478","Finland"
"2002","865.5153846153847","France"
"2002","1011.4320143884892","Germany"
"2002","690.6","Greece"
"2002","773.2714285714285","Greenland"
"2002","1416.5","Guadeloupe"
"2002","2812.55","Guam"
"2002","1663.6","Guatemala"
"2002","981","Guernsey"
"2002","527.88","Hungary"
"2002","1318.9333333333334","Iceland"
"2002","32.4","Iran, Islamic Republic of"
"2002","1322.1999999999998","Ireland"
"2002","1130","Isle of Man"
"2002","481.90000000000003","Israel"
"2002","1117.6692307692306","Italy"
"2002","1742.85","Japan"
"2002","973.8","Jersey"
"2002","313.29999999999995","Kazakhstan"
"2002","676.85","Kyrgyzstan"
"2002","587.1","Latvia"
"2002","619.22","Lithuania"
"2002","955.97","Luxembourg"
"2002","661.6","Macedonia"
"2002","2434.4","Marshall Islands"
"2002","824.2555495978547","Mexico"
"2002","3954.094736842105","Micronesia, Federated States of"
"2002","604","Moldova, Republic of"
"2002","209.4","Mongolia"
"2002","232.5","Namibia"
"2002","940.3092485549133","Netherlands"
"2002","2065.2","Northern Mariana Islands"
"2002","1015.0204747774482","Norway"
"2002","2725.7","Palau"
"2002","2213.3333333333335","Papua New Guinea"
"2002","645.25","Poland"
"2002","1156.1","Portugal"
"2002","1410.0217391304348","Puerto Rico"
"2002","582.0739130434782","Romania"
"2002","534.5389830508475","Russian Federation"
"2002","583.1666666666666","Serbia"
"2002","2770","Seychelles"
"2002","820","Slovakia"
"2002","1335.572222222222","Slovenia"
"2002","1853.4","South Africa"
"2002","622.2277108433735","Spain"
"2002","355","Svalbard and Jan Mayen"
"2002","636.2284431137724","Sweden"
"2002","1504.8000000000004","Switzerland"
"2002","549.4000000000001","Tajikistan"
"2002","571.0809523809522","Ukraine"
"2002","1099.5172043010753","United Kingdom"
"2002","862.3388424992796","United States"
"2002","346.4347826086956","Uzbekistan"
"2002","1222","Vietnam"
"2002","678.8833333333333","Virgin Islands, U.S."
"2003","477.35","Aland Islands"
"2003","3346.1","American Samoa"
"2003","1322.225","Argentina"
"2003","470.8","Armenia"
"2003","652.0781919850882","Australia"
"2003","877.9333333333334","Austria"
"2003","610.6155555555555","Belarus"
"2003","706.75","Belgium"
"2003","1627.3","Belize"
"2003","422.9","Bolivia"
"2003","791","Bosnia and Herzegovina"
"2003","1442.3","Cambodia"
"2003","837.2674363057324","Canada"
"2003","1117.1","Chile"
"2003","726.393236714976","China"
"2003","1013.5","Colombia"
"2003","750.9857142857144","Croatia"
"2003","554.225","Cyprus"
"2003","459.24545454545455","Czech Republic"
"2003","629.7","Denmark"
"2003","1248.1","Dominican Republic"
"2003","28.78888888888889","Egypt"
"2003","633.804347826087","Estonia"
"2003","572.3605187319887","Finland"
"2003","676.5916666666666","France"
"2003","2424","French Guiana"
"2003","1574.0666666666666","French Polynesia"
"2003","600.8193668528867","Germany"
"2003","688.7869565217392","Greece"
"2003","671.2714285714286","Greenland"
"2003","1534.7","Guadeloupe"
"2003","2773.1000000000004","Guam"
"2003","1878.5","Guatemala"
"2003","761.5","Guernsey"
"2003","443.82","Hungary"
"2003","1244.95","Iceland"
"2003","1907.5666666666668","India"
"2003","122.85","Iran, Islamic Republic of"
"2003","888.6166666666667","Ireland"
"2003","728.8","Isle of Man"
"2003","540.2666666666668","Israel"
"2003","755.4636363636364","Italy"
"2003","1514.35","Japan"
"2003","798.7","Jersey"
"2003","307.7727272727272","Kazakhstan"
"2003","716","Kyrgyzstan"
"2003","465","Latvia"
"2003","603.02","Lithuania"
"2003","724.2888888888888","Luxembourg"
"2003","534.5","Macedonia"
"2003","3505.4","Madagascar"
"2003","3639.2","Maldives"
"2003","878.7","Malta"
"2003","2257.9666666666667","Marshall Islands"
"2003","892.4198412698413","Mexico"
"2003","3953.87","Micronesia, Federated States of"
"2003","459.3","Moldova, Republic of"
"2003","193.8","Mongolia"
"2003","160.5","Morocco"
"2003","1303.6","Myanmar"
"2003","169.75","Namibia"
"2003","673.4572254335261","Netherlands"
"2003","914.9","New Zealand"
"2003","2017.4","Northern Mariana Islands"
"2003","1175.138855421687","Norway"
"2003","65.41428571428571","Oman"
"2003","4095.566666666667","Palau"
"2003","3929","Papua New Guinea"
"2003","812.1666666666669","Peru"
"2003","1887.5","Philippines"
"2003","393.59999999999997","Poland"
"2003","879.5","Portugal"
"2003","2007.8232558139537","Puerto Rico"
"2003","494.4695652173913","Romania"
"2003","500.6816700610997","Russian Federation"
"2003","526.8000000000001","Serbia"
"2003","2948","Seychelles"
"2003","2424","Singapore"
"2003","549.05","Slovakia"
"2003","1016.1166666666668","Slovenia"
"2003","633.2773809523808","Spain"
"2003","410.65000000000003","Svalbard and Jan Mayen"
"2003","609.932928679818","Sweden"
"2003","951.1142857142858","Switzerland"
"2003","562.3499999999999","Tajikistan"
"2003","1614.214285714286","Thailand"
"2003","505.25","Tunisia"
"2003","523.8238095238096","Ukraine"
"2003","728.7694117647059","United Kingdom"
"2003","899.7800291120819","United States"
"2003","1279.1","Uruguay"
"2003","348.0869565217391","Uzbekistan"
"2003","1505.6066666666668","Vietnam"
"2003","1309.3999999999999","Virgin Islands, U.S."
"2004","486.875","Aland Islands"
"2004","358.87000000000006","Algeria"
"2004","4704.05","American Samoa"
"2004","811.4","Argentina"
"2004","284.06666666666666","Armenia"
"2004","681.050277618227","Australia"
"2004","1035.1","Austria"
"2004","699.8521739130434","Belarus"
"2004","803.6","Belgium"
"2004","1158.7","Belize"
"2004","1047.5","Bosnia and Herzegovina"
"2004","1248","Cambodia"
"2004","828.6100160256414","Canada"
"2004","1484.6","Chile"
"2004","681.384210526316","China"
"2004","1178.1499999999999","Croatia"
"2004","545.3199999999999","Cyprus"
"2004","619.7249999999999","Czech Republic"
"2004","815.5875","Denmark"
"2004","63.510000000000005","Egypt"
"2004","729.3318181818181","Estonia"
"2004","2035.15","Fiji"
"2004","686.8798192771084","Finland"
"2004","748.1587499999999","France"
"2004","2676","French Guiana"
"2004","798.4467196819079","Germany"
"2004","594.4722222222223","Greece"
"2004","615.9428571428571","Greenland"
"2004","2150.2","Guadeloupe"
"2004","3249.55","Guam"
"2004","1414.9","Guatemala"
"2004","798.1","Guernsey"
"2004","662.68","Hungary"
"2004","1296.6166666666668","Iceland"
"2004","1956.7","India"
"2004","456.85","Indonesia"
"2004","175.77142857142854","Iran, Islamic Republic of"
"2004","983.0799999999999","Ireland"
"2004","832.9","Isle of Man"
"2004","379.25","Israel"
"2004","845.9095238095239","Italy"
"2004","1800.8176470588244","Japan"
"2004","880.6","Jersey"
"2004","284.09999999999997","Kazakhstan"
"2004","591.5","Kyrgyzstan"
"2004","560.8","Latvia"
"2004","0","Libyan Arab Jamahiriya"
"2004","663.8","Lithuania"
"2004","836.4857142857144","Luxembourg"
"2004","1438.3","Macao"
"2004","587.5","Macedonia"
"2004","2342.066666666667","Madagascar"
"2004","2683.8615384615387","Malaysia"
"2004","2548","Maldives"
"2004","403.8","Malta"
"2004","2839.75","Marshall Islands"
"2004","1519.0249999999999","Mauritius"
"2004","909.5546985334054","Mexico"
"2004","3500.173333333333","Micronesia, Federated States of"
"2004","155.39999999999998","Mongolia"
"2004","330.1166666666667","Morocco"
"2004","1754.7","Myanmar"
"2004","909.5176300578034","Netherlands"
"2004","1166.9833333333333","New Zealand"
"2004","2399.7","Northern Mariana Islands"
"2004","1247.482222222222","Norway"
"2004","74.4375","Oman"
"2004","3176.4","Palau"
"2004","1256.4","Papua New Guinea"
"2004","1386.4","Paraguay"
"2004","2242.233333333333","Philippines"
"2004","528.4333333333333","Poland"
"2004","516.3","Portugal"
"2004","1904.5447368421053","Puerto Rico"
"2004","1389.2","Reunion"
"2004","636.5217391304349","Romania"
"2004","562.3724425887266","Russian Federation"
"2004","808","Serbia"
"2004","1657.7","Seychelles"
"2004","2103.9","Singapore"
"2004","730.4333333333334","Slovakia"
"2004","1462.6222222222223","Slovenia"
"2004","528.9032967032969","Spain"
"2004","529.6333333333333","Svalbard and Jan Mayen"
"2004","669.832104454685","Sweden"
"2004","1144.1","Switzerland"
"2004","528.8","Tajikistan"
"2004","1496.9666666666667","Thailand"
"2004","614.3","Tunisia"
"2004","668.6095238095238","Ukraine"
"2004","58.7","United Arab Emirates"
"2004","983.9127906976744","United Kingdom"
"2004","970.9204329004338","United States"
"2004","954.95","Uruguay"
"2004","313.95","Uzbekistan"
"2004","1263.0333333333333","Vietnam"
"2004","1154","Virgin Islands, U.S."
"2004","24","Western Sahara"
"2005","517.85","Aland Islands"
"2005","293.71363636363634","Algeria"
"2005","3812.7","American Samoa"
"2005","647.6953394123605","Australia"
"2005","972.65","Austria"
"2005","650.8608695652172","Belarus"
"2005","896.5","Belgium"
"2005","1464","Belize"
"2005","1375.4","Bermuda"
"2005","1152.5","Bosnia and Herzegovina"
"2005","824.3000000000001","Bulgaria"
"2005","883.5580257510726","Canada"
"2005","731.2042328042328","China"
"2005","1229.0307692307692","Croatia"
"2005","392.79999999999995","Cyprus"
"2005","745.64","Czech Republic"
"2005","647.9","Denmark"
"2005","626.2045454545453","Estonia"
"2005","2668.05","Fiji"
"2005","639.2382716049382","Finland"
"2005","627.98115942029","France"
"2005","752.7359848484848","Germany"
"2005","554.6","Greenland"
"2005","2148.7","Guam"
"2005","731.9","Guernsey"
"2005","663.54","Hungary"
"2005","1003.0833333333334","Iceland"
"2005","221.6","Iran, Islamic Republic of"
"2005","906.8666666666668","Ireland"
"2005","791.4","Isle of Man"
"2005","325.40000000000003","Israel"
"2005","820.4944444444445","Italy"
"2005","1907.8173913043477","Japan"
"2005","735.6","Jersey"
"2005","231.9391304347826","Kazakhstan"
"2005","490.9","Kyrgyzstan"
"2005","514.1","Latvia"
"2005","164.35","Libyan Arab Jamahiriya"
"2005","621.48","Lithuania"
"2005","653.35","Luxembourg"
"2005","1683.6","Macao"
"2005","2632.0692307692307","Malaysia"
"2005","3512.6","Maldives"
"2005","499.7","Malta"
"2005","2647.3","Marshall Islands"
"2005","1289.0333333333335","Mauritius"
"2005","827.8636171337922","Mexico"
"2005","4354.249999999999","Micronesia, Federated States of"
"2005","189.5","Mongolia"
"2005","829.4681034482755","Netherlands"
"2005","846.64","New Zealand"
"2005","1292.0283828382842","Norway"
"2005","4236.5","Palau"
"2005","518.65","Poland"
"2005","460.5","Portugal"
"2005","2216.3535714285713","Puerto Rico"
"2005","824.1434782608694","Romania"
"2005","501.6507368421055","Russian Federation"
"2005","751.5333333333333","Serbia"
"2005","1942.8","Seychelles"
"2005","1951.3","Singapore"
"2005","797.02","Slovakia"
"2005","1364.1777777777777","Slovenia"
"2005","3061.2","South Africa"
"2005","451.67096774193567","Spain"
"2005","548.7333333333332","Svalbard and Jan Mayen"
"2005","634.7647887323943","Sweden"
"2005","774.0999999999999","Switzerland"
"2005","345.1","Tajikistan"
"2005","293.8","Tunisia"
"2005","723.4499999999999","Turkey"
"2005","638.7285714285715","Ukraine"
"2005","864.4739726027397","United Kingdom"
"2005","864.8878971692659","United States"
"2005","230.06956521739127","Uzbekistan"
"2005","1761.55","Vietnam"
"2005","1295.875","Virgin Islands, U.S."
"2006","505.73333333333335","Aland Islands"
"2006","287.045652173913","Algeria"
"2006","4952.8","American Samoa"
"2006","549.0434913793101","Australia"
"2006","912.4333333333334","Austria"
"2006","637.7891304347828","Belarus"
"2006","871.35","Belgium"
"2006","1484.9","Bermuda"
"2006","960.9","Bosnia and Herzegovina"
"2006","641.65","Bulgaria"
"2006","846.1933905579401","Canada"
"2006","709.9613402061856","China"
"2006","936.4142857142859","Croatia"
"2006","388.70000000000005","Cyprus"
"2006","686.0545454545455","Czech Republic"
"2006","778.7444444444445","Denmark"
"2006","503.4238095238095","Estonia"
"2006","2311.3500000000004","Fiji"
"2006","562.7113846153849","Finland"
"2006","738.1972602739723","France"
"2006","4211.9","French Guiana"
"2006","1701","French Polynesia"
"2006","739.3294659300183","Germany"
"2006","668.8","Gibraltar"
"2006","380.56666666666666","Greenland"
"2006","2285","Guam"
"2006","759.8","Guernsey"
"2006","541.78","Hungary"
"2006","1084.42","Iceland"
"2006","263.12","Iran, Islamic Republic of"
"2006","1238.75","Ireland"
"2006","1012.9","Isle of Man"
"2006","383.9666666666667","Israel"
"2006","689.1600000000001","Italy"
"2006","1853.0161290322578","Japan"
"2006","751.6","Jersey"
"2006","139.15","Kazakhstan"
"2006","666.35","Kyrgyzstan"
"2006","457.4","Latvia"
"2006","174.3","Libyan Arab Jamahiriya"
"2006","585.5200000000001","Lithuania"
"2006","819.5999999999999","Luxembourg"
"2006","1900.6","Macao"
"2006","2969.191666666666","Malaysia"
"2006","519.8","Malta"
"2006","2649","Marshall Islands"
"2006","1526.9333333333332","Mauritius"
"2006","892.6124031007752","Mexico"
"2006","3506.54","Micronesia, Federated States of"
"2006","160.9","Mongolia"
"2006","810.4878962536022","Netherlands"
"2006","653.7","New Caledonia"
"2006","1070.9125000000001","New Zealand"
"2006","1679.4","Northern Mariana Islands"
"2006","1216.9070121951222","Norway"
"2006","3989.3","Palau"
"2006","2124.4","Papua New Guinea"
"2006","506.15","Poland"
"2006","984.2","Portugal"
"2006","1785.153125","Puerto Rico"
"2006","1924.6","Reunion"
"2006","603.2478260869564","Romania"
"2006","532.8461382113821","Russian Federation"
"2006","670.2333333333332","Serbia"
"2006","2780.7","Seychelles"
"2006","2758.8","Singapore"
"2006","642","Slovakia"
"2006","1132.277777777778","Slovenia"
"2006","1804.6","South Africa"
"2006","570.493548387097","Spain"
"2006","577.2666666666668","Svalbard and Jan Mayen"
"2006","730.6003048780489","Sweden"
"2006","1258.2285714285715","Switzerland"
"2006","383.95000000000005","Tajikistan"
"2006","903.8","Tonga"
"2006","1892.7","Trinidad and Tobago"
"2006","360.65999999999997","Tunisia"
"2006","504.73999999999995","Turkey"
"2006","556.3499999999999","Ukraine"
"2006","103.7","United Arab Emirates"
"2006","947.5174999999999","United Kingdom"
"2006","890.6568561422424","United States"
"2006","230.74782608695648","Uzbekistan"
"2006","1598.96","Vietnam"
"2006","1123.7","Virgin Islands, U.S."
"2006","3435","Wallis and Futuna"
"2007","583.9333333333333","Aland Islands"
"2007","361.445","Algeria"
"2007","4674.75","American Samoa"
"2007","714.8853219478423","Australia"
"2007","1024.9166666666667","Austria"
"2007","628.8717391304345","Belarus"
"2007","836.3666666666667","Belgium"
"2007","1424.6","Bermuda"
"2007","1052.2199999999998","Bosnia and Herzegovina"
"2007","680.8","Bulgaria"
"2007","920.2814863103","Canada"
"2007","703.1551020408162","China"
"2007","1006.2785714285714","Croatia"
"2007","473.84000000000003","Cyprus"
"2007","737.0181818181819","Czech Republic"
"2007","786.675","Denmark"
"2007","705.2583333333332","Estonia"
"2007","3166.966666666667","Fiji"
"2007","676.3293548387097","Finland"
"2007","738.7084507042254","France"
"2007","3645.5","French Guiana"
"2007","1815.3","French Polynesia"
"2007","1214.45","French Southern Territories"
"2007","937.8199255121044","Germany"
"2007","752","Gibraltar"
"2007","504.23750000000007","Greece"
"2007","930.1111111111111","Greenland"
"2007","2236.4","Guam"
"2007","869.5","Guernsey"
"2007","567.6400000000001","Hungary"
"2007","1116.96","Iceland"
"2007","308.2166666666667","Iran, Islamic Republic of"
"2007","1062.35","Ireland"
"2007","778.9","Isle of Man"
"2007","354.3","Israel"
"2007","633.4571428571429","Italy"
"2007","1466.3000000000006","Japan"
"2007","882.2","Jersey"
"2007","136.8","Kazakhstan"
"2007","681","Latvia"
"2007","146.10000000000002","Libyan Arab Jamahiriya"
"2007","792.4000000000001","Lithuania"
"2007","920.6500000000001","Luxembourg"
"2007","902.1","Macao"
"2007","3025.615384615385","Malaysia"
"2007","665","Malta"
"2007","2641.8","Marshall Islands"
"2007","1414.225","Mauritius"
"2007","723.3","Mayotte"
"2007","916.7944252873564","Mexico"
"2007","3647.7285714285713","Micronesia, Federated States of"
"2007","179.1","Mongolia"
"2007","970.1518624641835","Netherlands"
"2007","873.05","New Caledonia"
"2007","844.85","New Zealand"
"2007","1981.6","Northern Mariana Islands"
"2007","1318.822018348624","Norway"
"2007","614.5","Pakistan"
"2007","3244","Palau"
"2007","657.4454545454545","Poland"
"2007","523.6","Portugal"
"2007","1766.39393939394","Puerto Rico"
"2007","1734.9","Reunion"
"2007","656.2869565217392","Romania"
"2007","529.5093625498009","Russian Federation"
"2007","746.4333333333334","Serbia"
"2007","1900.4","Seychelles"
"2007","2635.2","Singapore"
"2007","772.8","Slovakia"
"2007","1207.9555555555555","Slovenia"
"2007","517.6752688172044","Spain"
"2007","530.8333333333334","Svalbard and Jan Mayen"
"2007","690.58431372549","Sweden"
"2007","1319.0571428571432","Switzerland"
"2007","1626.1","Trinidad and Tobago"
"2007","363.74","Tunisia"
"2007","485.5866666666667","Turkey"
"2007","3998.8","Tuvalu"
"2007","525.7125","Ukraine"
"2007","969.6644736842107","United Kingdom"
"2007","855.4338571611078","United States"
"2007","1829.4142857142856","Vietnam"
"2007","1069.8","Virgin Islands, British"
"2007","1016.3999999999999","Virgin Islands, U.S."
"2007","2837.9","Wallis and Futuna"
"2008","689.75","Aland Islands"
"2008","299.1804878048781","Algeria"
"2008","3293.7","American Samoa"
"2008","722.4368211610492","Australia"
"2008","1090.7","Austria"
"2008","2992","Bangladesh"
"2008","687.2195652173914","Belarus"
"2008","824.1","Belgium"
"2008","1652.9","Belize"
"2008","1457.5","Bermuda"
"2008","1082.05","Bosnia and Herzegovina"
"2008","480.875","Bulgaria"
"2008","924.3803149606301","Canada"
"2008","358.11666666666673","Chile"
"2008","766.9816326530612","China"
"2008","986.1928571428572","Croatia"
"2008","298.66","Cyprus"
"2008","679.1599999999999","Czech Republic"
"2008","723.8125","Denmark"
"2008","820.868","Estonia"
"2008","2856.7666666666664","Fiji"
"2008","739.0218604651162","Finland"
"2008","868.3355263157897","France"
"2008","3466.8","French Guiana"
"2008","1404.05","French Polynesia"
"2008","800.7","French Southern Territories"
"2008","764.4854014598538","Germany"
"2008","806.1","Gibraltar"
"2008","459.6375","Greece"
"2008","805.4166666666666","Greenland"
"2008","1871.5500000000002","Guam"
"2008","917.2","Guernsey"
"2008","590.14","Hungary"
"2008","1065.9666666666665","Iceland"
"2008","408.0571428571429","Iran, Islamic Republic of"
"2008","59.8","Iraq"
"2008","1055.9","Ireland"
"2008","991","Isle of Man"
